timestamp,experiment_name,provider,endpoint,node_type,batch_size,thread_count,operation_type,message_size,ops_psec,tx_pkts_psec,rx_pkts_psec,tx_bw_mbps,rx_bw_mbps,app_bw_mbps,latency_usec
6,batch,efa,rdm,server,128,1,send,2048,1180545.33,1239581.33,0.17,2548.65,0.00,2417.76,0.85
7,batch,efa,rdm,server,128,1,send,2048,1181431.29,1240447.71,0.14,2550.42,0.00,2419.57,0.85
8,batch,efa,rdm,server,128,1,send,2048,1182018.75,1240871.00,0.12,2551.28,0.00,2420.77,0.85
9,batch,efa,rdm,server,128,1,send,2048,1182528.78,1241153.89,0.11,2551.86,0.00,2421.82,0.85
10,batch,efa,rdm,server,128,1,send,2048,1182411.30,1241031.50,0.10,2551.60,0.00,2421.58,0.85
1,batch,efa,rdm,server,128,1,send,4096,882968.00,994285.00,1.00,4080.95,0.00,3616.64,1.13
2,batch,efa,rdm,server,128,1,send,4096,896540.00,1008240.00,0.50,4138.02,0.00,3672.23,1.12
3,batch,efa,rdm,server,128,1,send,4096,901137.33,1013239.67,0.33,4158.47,0.00,3691.06,1.11
4,batch,efa,rdm,server,128,1,send,4096,903107.25,1015428.50,0.25,4167.42,0.00,3699.13,1.11
5,batch,efa,rdm,server,128,1,send,4096,904293.60,1016648.40,0.20,4172.41,0.00,3703.99,1.11
6,batch,efa,rdm,server,128,1,send,4096,905056.17,1017517.00,0.17,4175.96,0.00,3707.11,1.10
7,batch,efa,rdm,server,128,1,send,4096,905581.14,1018123.86,0.14,4178.44,0.00,3709.26,1.10
8,batch,efa,rdm,server,128,1,send,4096,905924.75,1018498.88,0.12,4179.97,0.00,3710.67,1.10
9,batch,efa,rdm,server,128,1,send,4096,906052.00,1018794.33,0.11,4181.18,0.00,3711.19,1.10
10,batch,efa,rdm,server,128,1,send,4096,905690.40,1018547.00,0.10,4180.16,0.00,3709.71,1.10
1,batch,efa,rdm,server,128,1,send,8192,561117.00,656147.00,1.00,5380.80,0.00,4596.67,1.78
2,batch,efa,rdm,server,128,1,send,8192,567403.00,663243.00,0.50,5438.79,0.00,4648.17,1.76
3,batch,efa,rdm,server,128,1,send,8192,570861.00,666484.67,0.33,5465.31,0.00,4676.49,1.75
4,batch,efa,rdm,server,128,1,send,8192,572492.00,668365.00,0.25,5480.69,0.00,4689.85,1.75
5,batch,efa,rdm,server,128,1,send,8192,573358.80,669385.20,0.20,5489.04,0.00,4696.96,1.74
6,batch,efa,rdm,server,128,1,send,8192,573813.17,669874.17,0.17,5493.03,0.00,4700.68,1.74
7,batch,efa,rdm,server,128,1,send,8192,574173.86,670378.86,0.14,5497.16,0.00,4703.63,1.74
8,batch,efa,rdm,server,128,1,send,8192,574421.00,670685.50,0.12,5499.67,0.00,4705.66,1.74
9,batch,efa,rdm,server,128,1,send,8192,574679.78,670960.56,0.11,5501.92,0.00,4707.78,1.74
10,batch,efa,rdm,server,128,1,send,8192,574593.90,670904.10,0.10,5501.45,0.00,4707.07,1.74
1,batch,efa,rdm,server,256,1,send,1,1455319.00,1466108.00,1.00,13.69,0.00,1.46,0.69
2,batch,efa,rdm,server,256,1,send,1,1483624.50,1489040.00,0.50,13.65,0.00,1.48,0.67
3,batch,efa,rdm,server,256,1,send,1,1493167.67,1496773.00,0.33,13.64,0.00,1.49,0.67
4,batch,efa,rdm,server,256,1,send,1,1497856.00,1500558.75,0.25,13.63,0.00,1.50,0.67
5,batch,efa,rdm,server,256,1,send,1,1500406.00,1502566.00,0.20,13.62,0.00,1.50,0.67
6,batch,efa,rdm,server,256,1,send,1,1502247.00,1504049.00,0.17,13.62,0.00,1.50,0.67
7,batch,efa,rdm,server,256,1,send,1,1503574.29,1505117.86,0.14,13.62,0.00,1.50,0.67
8,batch,efa,rdm,server,256,1,send,1,1504585.12,1505936.88,0.12,13.62,0.00,1.50,0.66
9,batch,efa,rdm,server,256,1,send,1,1505373.89,1506576.67,0.11,13.61,0.00,1.51,0.66
10,batch,efa,rdm,server,256,1,send,1,1505459.00,1506563.50,0.10,13.61,0.00,1.51,0.66
1,batch,efa,rdm,server,256,1,send,2,1475629.00,1488340.00,1.00,15.37,0.00,2.95,0.68
2,batch,efa,rdm,server,256,1,send,2,1506496.50,1512861.00,0.50,15.37,0.00,3.01,0.66
3,batch,efa,rdm,server,256,1,send,2,1516891.33,1521141.33,0.33,15.38,0.00,3.03,0.66
4,batch,efa,rdm,server,256,1,send,2,1521907.75,1525102.75,0.25,15.37,0.00,3.04,0.66
5,batch,efa,rdm,server,256,1,send,2,1524838.40,1527393.60,0.20,15.37,0.00,3.05,0.66
6,batch,efa,rdm,server,256,1,send,2,1526755.67,1528883.50,0.17,15.37,0.00,3.05,0.65
7,batch,efa,rdm,server,256,1,send,2,1528115.57,1529939.00,0.14,15.37,0.00,3.06,0.65
8,batch,efa,rdm,server,256,1,send,2,1529267.25,1530859.12,0.12,15.37,0.00,3.06,0.65
9,batch,efa,rdm,server,256,1,send,2,1530139.56,1531552.56,0.11,15.37,0.00,3.06,0.65
10,batch,efa,rdm,server,256,1,send,2,1530251.20,1531547.30,0.10,15.36,0.00,3.06,0.65
1,batch,efa,rdm,server,256,1,send,4,1478132.00,1491005.00,1.00,18.38,0.00,5.91,0.68
2,batch,efa,rdm,server,256,1,send,4,1508990.00,1515438.50,0.50,18.43,0.00,6.04,0.66
3,batch,efa,rdm,server,256,1,send,4,1519290.00,1523578.33,0.33,18.45,0.00,6.08,0.66
4,batch,efa,rdm,server,256,1,send,4,1524284.25,1527498.25,0.25,18.45,0.00,6.10,0.66
5,batch,efa,rdm,server,256,1,send,4,1527157.00,1529727.00,0.20,18.45,0.00,6.11,0.65
6,batch,efa,rdm,server,256,1,send,4,1529220.00,1531359.83,0.17,18.46,0.00,6.12,0.65
7,batch,efa,rdm,server,256,1,send,4,1530806.57,1532641.57,0.14,18.46,0.00,6.12,0.65
8,batch,efa,rdm,server,256,1,send,4,1531988.12,1533593.75,0.12,18.46,0.00,6.13,0.65
9,batch,efa,rdm,server,256,1,send,4,1532806.56,1534234.44,0.11,18.47,0.00,6.13,0.65
10,batch,efa,rdm,server,256,1,send,4,1532882.80,1534191.30,0.10,18.46,0.00,6.13,0.65
1,batch,efa,rdm,server,256,1,send,8,1552543.00,1565062.00,1.00,28.73,0.00,14.02,0.57
2,batch,efa,rdm,server,256,1,send,8,1589822.00,1596134.00,0.50,28.98,0.00,14.32,0.56
3,batch,efa,rdm,server,256,1,send,8,1502457.67,1506631.33,0.33,29.07,0.00,14.42,0.55
4,batch,efa,rdm,server,256,1,send,8,1508772.50,1511903.75,0.25,29.11,0.00,14.47,0.55
5,batch,efa,rdm,server,256,1,send,8,1512428.80,1514935.20,0.20,29.14,0.00,14.50,0.55
6,batch,efa,rdm,server,256,1,send,8,1514901.17,1516991.50,0.17,29.15,0.00,14.52,0.55
7,batch,efa,rdm,server,256,1,send,8,1516720.57,1518509.86,0.14,29.17,0.00,14.53,0.55
8,batch,efa,rdm,server,256,1,send,8,1518017.50,1519583.75,0.12,29.17,0.00,14.54,0.55
9,batch,efa,rdm,server,256,1,send,8,1519031.67,1520423.22,0.11,29.18,0.00,14.55,0.55
10,batch,efa,rdm,server,256,1,send,8,1818989.40,1820284.00,0.10,29.17,0.00,14.55,0.55
1,batch,efa,rdm,server,256,1,send,16,1483606.00,1495555.00,1.00,36.38,0.00,23.74,0.67
2,batch,efa,rdm,server,256,1,send,16,1513463.00,1519448.50,0.50,36.71,0.00,24.22,0.66
3,batch,efa,rdm,server,256,1,send,16,1523429.33,1527417.00,0.33,36.82,0.00,24.37,0.66
4,batch,efa,rdm,server,256,1,send,16,1528546.00,1531536.25,0.25,36.88,0.00,24.46,0.65
5,batch,efa,rdm,server,256,1,send,16,1531473.20,1533865.00,0.20,36.91,0.00,24.50,0.65
6,batch,efa,rdm,server,256,1,send,16,1533450.00,1535445.17,0.17,36.93,0.00,24.54,0.65
7,batch,efa,rdm,server,256,1,send,16,1534758.86,1536467.57,0.14,36.95,0.00,24.56,0.65
8,batch,efa,rdm,server,256,1,send,16,1535780.00,1537276.50,0.12,36.96,0.00,24.57,0.65
9,batch,efa,rdm,server,256,1,send,16,1536474.33,1537804.44,0.11,36.96,0.00,24.58,0.65
10,batch,efa,rdm,server,256,1,send,16,1536565.30,1537780.20,0.10,36.96,0.00,24.59,0.65
1,batch,efa,rdm,server,256,1,send,32,1465908.00,1476378.00,1.00,59.54,0.00,46.91,0.68
2,batch,efa,rdm,server,256,1,send,32,1493600.50,1498843.50,0.50,60.20,0.00,47.80,0.67
3,batch,efa,rdm,server,256,1,send,32,1502592.33,1506096.67,0.33,60.41,0.00,48.08,0.67
4,batch,efa,rdm,server,256,1,send,32,1507471.00,1510101.50,0.25,60.53,0.00,48.24,0.66
5,batch,efa,rdm,server,256,1,send,32,1510496.80,1512599.80,0.20,60.60,0.00,48.34,0.66
6,batch,efa,rdm,server,256,1,send,32,1512353.67,1514103.67,0.17,60.65,0.00,48.40,0.66
7,batch,efa,rdm,server,256,1,send,32,1513804.14,1515302.00,0.14,60.68,0.00,48.44,0.66
8,batch,efa,rdm,server,256,1,send,32,1514833.00,1516145.00,0.12,60.71,0.00,48.47,0.66
9,batch,efa,rdm,server,256,1,send,32,1515634.11,1516799.56,0.11,60.73,0.00,48.50,0.66
10,batch,efa,rdm,server,256,1,send,32,1515736.20,1516807.00,0.10,60.72,0.00,48.50,0.66
1,batch,efa,rdm,server,256,1,send,64,1479121.00,1489359.00,1.00,107.72,0.00,94.66,0.68
2,batch,efa,rdm,server,256,1,send,64,1508068.00,1513195.00,0.50,109.19,0.00,96.52,0.66
3,batch,efa,rdm,server,256,1,send,64,1517890.00,1521309.67,0.33,109.70,0.00,97.14,0.66
4,batch,efa,rdm,server,256,1,send,64,1522927.50,1525490.00,0.25,109.96,0.00,97.47,0.66
5,batch,efa,rdm,server,256,1,send,64,1525942.80,1527994.60,0.20,110.11,0.00,97.66,0.66
6,batch,efa,rdm,server,256,1,send,64,1527858.00,1529567.83,0.17,110.21,0.00,97.78,0.65
7,batch,efa,rdm,server,256,1,send,64,1529271.57,1530737.00,0.14,110.28,0.00,97.87,0.65
8,batch,efa,rdm,server,256,1,send,64,1530316.88,1531601.00,0.12,110.34,0.00,97.94,0.65
9,batch,efa,rdm,server,256,1,send,64,1531138.67,1532278.67,0.11,110.38,0.00,97.99,0.65
10,batch,efa,rdm,server,256,1,send,64,1531211.70,1532261.20,0.10,110.37,0.00,98.00,0.65
1,batch,efa,rdm,server,256,1,send,128,1453444.00,1464945.00,1.00,199.71,0.00,186.04,0.69
2,batch,efa,rdm,server,256,1,send,128,1482382.50,1488142.00,0.50,202.63,0.00,189.74,0.67
3,batch,efa,rdm,server,256,1,send,128,1492135.67,1495977.33,0.33,203.61,0.00,190.99,0.67
4,batch,efa,rdm,server,256,1,send,128,1497095.75,1499967.75,0.25,204.11,0.00,191.63,0.67
5,batch,efa,rdm,server,256,1,send,128,1500163.80,1502458.80,0.20,204.43,0.00,192.02,0.67
6,batch,efa,rdm,server,256,1,send,128,1502148.50,1504061.67,0.17,204.63,0.00,192.28,0.67
7,batch,efa,rdm,server,256,1,send,128,1503504.00,1505145.29,0.14,204.77,0.00,192.45,0.67
8,batch,efa,rdm,server,256,1,send,128,1504619.38,1506053.75,0.12,204.88,0.00,192.59,0.66
9,batch,efa,rdm,server,256,1,send,128,1505556.44,1506830.67,0.11,204.98,0.00,192.71,0.66
10,batch,efa,rdm,server,256,1,send,128,1505762.70,1506933.90,0.10,204.99,0.00,192.74,0.66
1,batch,efa,rdm,server,256,1,send,256,1474132.00,1487572.00,1.00,393.20,0.00,377.38,0.68
2,batch,efa,rdm,server,256,1,send,256,1505681.50,1512408.00,0.50,399.51,0.00,385.45,0.66
3,batch,efa,rdm,server,256,1,send,256,1515788.00,1520260.33,0.33,401.51,0.00,388.04,0.66
4,batch,efa,rdm,server,256,1,send,256,1521253.00,1524605.75,0.25,402.62,0.00,389.44,0.66
5,batch,efa,rdm,server,256,1,send,256,1524499.20,1527187.20,0.20,403.27,0.00,390.27,0.66
6,batch,efa,rdm,server,256,1,send,256,1526521.17,1528760.17,0.17,403.67,0.00,390.79,0.66
7,batch,efa,rdm,server,256,1,send,256,1528033.86,1529949.00,0.14,403.97,0.00,391.18,0.65
8,batch,efa,rdm,server,256,1,send,256,1529178.38,1530853.88,0.12,404.21,0.00,391.47,0.65
9,batch,efa,rdm,server,256,1,send,256,1530123.67,1531615.33,0.11,404.40,0.00,391.71,0.65
10,batch,efa,rdm,server,256,1,send,256,1530350.50,1531715.60,0.10,404.42,0.00,391.77,0.65
1,batch,efa,rdm,server,256,1,send,512,1417408.00,1545703.00,1.00,804.25,0.00,725.71,0.71
2,batch,efa,rdm,server,256,1,send,512,1448148.00,1572923.00,0.50,818.16,0.00,741.45,0.69
3,batch,efa,rdm,server,256,1,send,512,1457049.33,1581410.67,0.33,822.49,0.00,746.01,0.69
4,batch,efa,rdm,server,256,1,send,512,1461827.00,1585475.25,0.25,824.57,0.00,748.46,0.68
5,batch,efa,rdm,server,256,1,send,512,1464574.00,1588611.80,0.20,826.17,0.00,749.86,0.68
6,batch,efa,rdm,server,256,1,send,512,1466375.67,1590550.33,0.17,827.17,0.00,750.78,0.68
7,batch,efa,rdm,server,256,1,send,512,1467546.29,1591487.00,0.14,827.64,0.00,751.38,0.68
8,batch,efa,rdm,server,256,1,send,512,1468212.25,1592163.62,0.12,827.99,0.00,751.72,0.68
9,batch,efa,rdm,server,256,1,send,512,1468878.67,1592857.11,0.11,828.34,0.00,752.07,0.68
10,batch,efa,rdm,server,256,1,send,512,1468623.90,1592488.60,0.10,828.14,0.00,751.94,0.68
1,batch,efa,rdm,server,256,1,send,1024,1268490.00,1475392.00,1.00,1523.09,0.00,1298.93,0.79
2,batch,efa,rdm,server,256,1,send,1024,1293482.50,1498041.00,0.50,1546.22,0.00,1324.53,0.77
3,batch,efa,rdm,server,256,1,send,1024,1299946.33,1506133.00,0.33,1554.49,0.00,1331.15,0.77
4,batch,efa,rdm,server,256,1,send,1024,1303131.25,1510503.75,0.25,1558.96,0.00,1334.41,0.77
5,batch,efa,rdm,server,256,1,send,1024,1304571.20,1513456.00,0.20,1561.98,0.00,1335.88,0.77
6,batch,efa,rdm,server,256,1,send,1024,1305598.50,1515049.67,0.17,1563.61,0.00,1336.93,0.77
7,batch,efa,rdm,server,256,1,send,1024,1305871.43,1516721.14,0.14,1565.33,0.00,1337.21,0.77
8,batch,efa,rdm,server,256,1,send,1024,1306244.75,1516911.88,0.12,1565.51,0.00,1337.59,0.77
9,batch,efa,rdm,server,256,1,send,1024,1306389.44,1517539.11,0.11,1566.15,0.00,1337.74,0.77
10,batch,efa,rdm,server,256,1,send,1024,1305780.30,1517214.40,0.10,1565.81,0.00,1337.12,0.77
1,batch,efa,rdm,server,256,1,send,2048,1110611.00,1309946.00,1.00,2693.73,0.00,2274.53,0.90
2,batch,efa,rdm,server,256,1,send,2048,1135246.00,1330729.00,0.50,2736.22,0.00,2324.98,0.88
3,batch,efa,rdm,server,256,1,send,2048,1143437.67,1338598.33,0.33,2752.32,0.00,2341.76,0.87
4,batch,efa,rdm,server,256,1,send,2048,1147586.50,1342858.00,0.25,2761.04,0.00,2350.26,0.87
5,batch,efa,rdm,server,256,1,send,2048,1149915.20,1345386.20,0.20,2766.21,0.00,2355.03,0.87
6,batch,efa,rdm,server,256,1,send,2048,1151366.00,1347115.50,0.17,2769.75,0.00,2358.00,0.87
7,batch,efa,rdm,server,256,1,send,2048,1152097.57,1347930.71,0.14,2771.41,0.00,2359.50,0.87
8,batch,efa,rdm,server,256,1,send,2048,1152835.00,1348238.62,0.12,2772.04,0.00,2361.01,0.87
9,batch,efa,rdm,server,256,1,send,2048,1153447.00,1349102.56,0.11,2773.81,0.00,2362.26,0.87
10,batch,efa,rdm,server,256,1,send,2048,1153414.60,1349106.80,0.10,2773.81,0.00,2362.19,0.87
1,batch,efa,rdm,server,256,1,send,4096,842903.00,1079392.00,1.00,4430.29,0.00,3452.53,1.19
2,batch,efa,rdm,server,256,1,send,4096,860520.50,1100160.00,0.50,4515.29,0.00,3524.69,1.16
3,batch,efa,rdm,server,256,1,send,4096,866594.33,1107800.00,0.33,4546.57,0.00,3549.57,1.15
4,batch,efa,rdm,server,256,1,send,4096,868564.75,1110342.25,0.25,4556.96,0.00,3557.64,1.15
5,batch,efa,rdm,server,256,1,send,4096,869782.40,1112331.80,0.20,4565.10,0.00,3562.63,1.15
6,batch,efa,rdm,server,256,1,send,4096,870723.83,1113155.83,0.17,4568.47,0.00,3566.48,1.15
7,batch,efa,rdm,server,256,1,send,4096,871185.00,1113595.86,0.14,4570.26,0.00,3568.37,1.15
8,batch,efa,rdm,server,256,1,send,4096,871369.75,1114114.00,0.12,4572.38,0.00,3569.13,1.15
9,batch,efa,rdm,server,256,1,send,4096,871549.67,1114484.44,0.11,4573.90,0.00,3569.87,1.15
10,batch,efa,rdm,server,256,1,send,4096,871358.60,1114163.00,0.10,4572.57,0.00,3569.08,1.15
1,batch,efa,rdm,server,256,1,send,8192,806946.00,825651.00,1.00,6530.79,0.00,6152.90,1.97
2,batch,efa,rdm,server,256,1,send,8192,804373.00,825513.00,0.50,6529.43,0.00,6131.82,1.98
3,batch,efa,rdm,server,256,1,send,8192,803015.33,825495.67,0.33,6529.21,0.00,6120.70,1.99
4,batch,efa,rdm,server,256,1,send,8192,802422.00,825464.75,0.25,6528.92,0.00,6115.84,1.99
5,batch,efa,rdm,server,256,1,send,8192,802729.20,825967.80,0.20,6533.03,0.00,6118.36,1.99
6,batch,efa,rdm,server,256,1,send,8192,802481.17,825707.00,0.17,6530.87,0.00,6116.33,1.99
7,batch,efa,rdm,server,256,1,send,8192,803135.71,826229.29,0.14,6535.14,0.00,6121.69,1.99
8,batch,efa,rdm,server,256,1,send,8192,802622.12,825917.38,0.12,6532.58,0.00,6117.48,1.99
9,batch,efa,rdm,server,256,1,send,8192,802970.00,826222.00,0.11,6535.07,0.00,6120.33,1.99
10,batch,efa,rdm,server,256,1,send,8192,502810.10,626132.20,0.10,5>134.33,0.00,4119.02,1.99
1,batch,efa,rdm,server,512,1,send,1,1476148.00,1492905.00,1.00,14.03,0.00,1.48,0.68
2,batch,efa,rdm,server,512,1,send,1,1509193.00,1517574.50,0.50,13.96,0.00,1.51,0.66
3,batch,efa,rdm,server,512,1,send,1,1520260.67,1525847.00,0.33,13.93,0.00,1.52,0.66
4,batch,efa,rdm,server,512,1,send,1,1525748.00,1529940.75,0.25,13.92,0.00,1.53,0.66
5,batch,efa,rdm,server,512,1,send,1,1529230.60,1532586.00,0.20,13.91,0.00,1.53,0.65
6,batch,efa,rdm,server,512,1,send,1,1531558.33,1534354.17,0.17,13.91,0.00,1.53,0.65
7,batch,efa,rdm,server,512,1,send,1,1533107.00,1535502.14,0.14,13.90,0.00,1.53,0.65
8,batch,efa,rdm,server,512,1,send,1,1534216.00,1536311.62,0.12,13.90,0.00,1.53,0.65
9,batch,efa,rdm,server,512,1,send,1,1535178.78,1537041.22,0.11,13.90,0.00,1.54,0.65
10,batch,efa,rdm,server,512,1,send,1,1535427.00,1537122.00,0.10,13.89,0.00,1.54,0.65
1,batch,efa,rdm,server,512,1,send,2,1472469.00,1489356.00,1.00,15.48,0.00,2.94,0.68
2,batch,efa,rdm,server,512,1,send,2,1505184.50,1513634.50,0.50,15.43,0.00,3.01,0.66
3,batch,efa,rdm,server,512,1,send,2,1515803.00,1521430.33,0.33,15.41,0.00,3.03,0.66
4,batch,efa,rdm,server,512,1,send,2,1521119.00,1525330.75,0.25,15.40,0.00,3.04,0.66
5,batch,efa,rdm,server,512,1,send,2,1524593.80,1527965.20,0.20,15.40,0.00,3.05,0.66
6,batch,efa,rdm,server,512,1,send,2,1526828.50,1529639.50,0.17,15.39,0.00,3.05,0.65
7,batch,efa,rdm,server,512,1,send,2,1528328.43,1530737.57,0.14,15.39,0.00,3.06,0.65
8,batch,efa,rdm,server,512,1,send,2,1529441.50,1531549.50,0.12,15.39,0.00,3.06,0.65
9,batch,efa,rdm,server,512,1,send,2,1530367.78,1532240.33,0.11,15.39,0.00,3.06,0.65
10,batch,efa,rdm,server,512,1,send,2,1530612.40,1532321.80,0.10,15.38,0.00,3.06,0.65
1,batch,efa,rdm,server,512,1,send,4,1472209.00,1488151.00,1.00,18.44,0.00,5.89,0.68
2,batch,efa,rdm,server,512,1,send,4,1501917.50,1509898.00,0.50,18.41,0.00,6.01,0.67
3,batch,efa,rdm,server,512,1,send,4,1511614.67,1516931.67,0.33,18.40,0.00,6.05,0.66
4,batch,efa,rdm,server,512,1,send,4,1516689.75,1520679.25,0.25,18.39,0.00,6.07,0.66
5,batch,efa,rdm,server,512,1,send,4,1519882.40,1523072.00,0.20,18.39,0.00,6.08,0.66
6,batch,efa,rdm,server,512,1,send,4,1521803.50,1524463.50,0.17,18.39,0.00,6.09,0.66
7,batch,efa,rdm,server,512,1,send,4,1523179.86,1525457.57,0.14,18.39,0.00,6.09,0.66
8,batch,efa,rdm,server,512,1,send,4,1524188.50,1526181.12,0.12,18.39,0.00,6.10,0.66
9,batch,efa,rdm,server,512,1,send,4,1524950.44,1526723.11,0.11,18.38,0.00,6.10,0.66
10,batch,efa,rdm,server,512,1,send,4,1525195.50,1526810.30,0.10,18.38,0.00,6.10,0.66
1,batch,efa,rdm,server,512,1,send,8,1465424.00,1483569.00,1.00,24.32,0.00,11.72,0.68
2,batch,efa,rdm,server,512,1,send,8,1499510.00,1508575.50,0.50,24.43,0.00,12.00,0.67
3,batch,efa,rdm,server,512,1,send,8,1511221.67,1517264.67,0.33,24.47,0.00,12.09,0.66
4,batch,efa,rdm,server,512,1,send,8,1517054.50,1521590.00,0.25,24.49,0.00,12.14,0.66
5,batch,efa,rdm,server,512,1,send,8,1520543.80,1524172.00,0.20,24.50,0.00,12.16,0.66
6,batch,efa,rdm,server,512,1,send,8,1522796.83,1525819.33,0.17,24.51,0.00,12.18,0.66
7,batch,efa,rdm,server,512,1,send,8,1524409.00,1527000.00,0.14,24.52,0.00,12.20,0.66
8,batch,efa,rdm,server,512,1,send,8,1525555.88,1527823.00,0.12,24.52,0.00,12.20,0.66
9,batch,efa,rdm,server,512,1,send,8,1526520.11,1528533.89,0.11,24.52,0.00,12.21,0.66
10,batch,efa,rdm,server,512,1,send,8,1526926.90,1528760.20,0.10,24.52,0.00,12.22,0.65
