timestamp,experiment_name,provider,endpoint,node_type,batch_size,thread_count,operation_type,message_size,ops_psec,tx_pkts_psec,rx_pkts_psec,tx_bw_mbps,rx_bw_mbps,app_bw_mbps,latency_usec
1,batch,efa,rdm,server,64,1,send,1,1077855.00,1078483.00,1.00,10.07,0.00,1.08,0.93
2,batch,efa,rdm,server,64,1,send,1,1092419.00,1092741.00,0.50,10.02,0.00,1.09,0.92
3,batch,efa,rdm,server,64,1,send,1,1097211.33,1097420.33,0.33,10.00,0.00,1.10,0.91
4,batch,efa,rdm,server,64,1,send,1,1099694.25,1099852.75,0.25,9.99,0.00,1.10,0.91
5,batch,efa,rdm,server,64,1,send,1,1101119.60,1101244.60,0.20,9.98,0.00,1.10,0.91
6,batch,efa,rdm,server,64,1,send,1,1102076.50,1102180.50,0.17,9.98,0.00,1.10,0.91
7,batch,efa,rdm,server,64,1,send,1,1102739.57,1102827.14,0.14,9.98,0.00,1.10,0.91
8,batch,efa,rdm,server,64,1,send,1,1103256.25,1103335.88,0.12,9.98,0.00,1.10,0.91
9,batch,efa,rdm,server,64,1,send,1,1103631.33,1103707.44,0.11,9.97,0.00,1.10,0.91
10,batch,efa,rdm,server,64,1,send,1,1103407.10,1103494.80,0.10,9.97,0.00,1.10,0.91
1,batch,efa,rdm,server,64,1,send,2,1086709.00,1087384.00,1.00,11.24,0.00,2.17,0.92
2,batch,efa,rdm,server,64,1,send,2,1100964.50,1101324.00,0.50,11.19,0.00,2.20,0.91
3,batch,efa,rdm,server,64,1,send,2,1105452.00,1105691.00,0.33,11.18,0.00,2.21,0.90
4,batch,efa,rdm,server,64,1,send,2,1107672.00,1107854.00,0.25,11.17,0.00,2.22,0.90
5,batch,efa,rdm,server,64,1,send,2,1109201.40,1109342.60,0.20,11.17,0.00,2.22,0.90
6,batch,efa,rdm,server,64,1,send,2,1110202.17,1110321.83,0.17,11.16,0.00,2.22,0.90
7,batch,efa,rdm,server,64,1,send,2,1110902.57,1111005.14,0.14,11.16,0.00,2.22,0.90
8,batch,efa,rdm,server,64,1,send,2,1111500.62,1111591.25,0.12,11.16,0.00,2.22,0.90
9,batch,efa,rdm,server,64,1,send,2,1112014.67,1112091.56,0.11,11.16,0.00,2.22,0.90
10,batch,efa,rdm,server,64,1,send,2,1111932.00,1112023.00,0.10,11.16,0.00,2.22,0.90
1,batch,efa,rdm,server,64,1,send,4,1063926.00,1064679.00,1.00,13.14,0.00,4.26,0.94
2,batch,efa,rdm,server,64,1,send,4,1077686.00,1078067.50,0.50,13.12,0.00,4.31,0.93
3,batch,efa,rdm,server,64,1,send,4,1082306.00,1082560.00,0.33,13.11,0.00,4.33,0.92
4,batch,efa,rdm,server,64,1,send,4,1085002.25,1085193.75,0.25,13.11,0.00,4.34,0.92
5,batch,efa,rdm,server,64,1,send,4,1086373.20,1086525.00,0.20,13.11,0.00,4.35,0.92
6,batch,efa,rdm,server,64,1,send,4,1087265.67,1087393.17,0.17,13.11,0.00,4.35,0.92
7,batch,efa,rdm,server,64,1,send,4,1087947.43,1088057.14,0.14,13.11,0.00,4.35,0.92
8,batch,efa,rdm,server,64,1,send,4,1088536.38,1088631.50,0.12,13.11,0.00,4.35,0.92
9,batch,efa,rdm,server,64,1,send,4,1088905.00,1088989.44,0.11,13.11,0.00,4.36,0.92
10,batch,efa,rdm,server,64,1,send,4,1088769.20,1088863.00,0.10,13.10,0.00,4.36,0.92
1,batch,efa,rdm,server,64,1,send,8,1073598.00,1074233.00,1.00,17.55,0.00,8.59,0.93
2,batch,efa,rdm,server,64,1,send,8,1087207.00,1087530.50,0.50,17.58,0.00,8.70,0.92
3,batch,efa,rdm,server,64,1,send,8,1093820.33,1094034.33,0.33,17.63,0.00,8.75,0.91
4,batch,efa,rdm,server,64,1,send,8,1096704.00,1096865.25,0.25,17.64,0.00,8.77,0.91
5,batch,efa,rdm,server,64,1,send,8,1098860.60,1098990.60,0.20,17.66,0.00,8.79,0.91
6,batch,efa,rdm,server,64,1,send,8,1099721.00,1099827.83,0.17,17.66,0.00,8.80,0.91
7,batch,efa,rdm,server,64,1,send,8,1099758.00,1099849.57,0.14,17.65,0.00,8.80,0.91
8,batch,efa,rdm,server,64,1,send,8,1099046.88,1099127.62,0.12,17.63,0.00,8.79,0.91
9,batch,efa,rdm,server,64,1,send,8,1099610.00,1099682.44,0.11,17.64,0.00,8.80,0.91
10,batch,efa,rdm,server,64,1,send,8,1098865.30,1098947.20,0.10,17.62,0.00,8.79,0.91
1,batch,efa,rdm,server,64,1,send,16,1069742.00,1070384.00,1.00,26.05,0.00,17.12,0.93
2,batch,efa,rdm,server,64,1,send,16,1087756.50,1088078.00,0.50,26.29,0.00,17.40,0.92
3,batch,efa,rdm,server,64,1,send,16,1093658.33,1093872.67,0.33,26.37,0.00,17.50,0.91
4,batch,efa,rdm,server,64,1,send,16,1096648.50,1096810.25,0.25,26.41,0.00,17.55,0.91
5,batch,efa,rdm,server,64,1,send,16,1098420.40,1098550.40,0.20,26.44,0.00,17.57,0.91
6,batch,efa,rdm,server,64,1,send,16,1099685.17,1099792.17,0.17,26.46,0.00,17.59,0.91
7,batch,efa,rdm,server,64,1,send,16,1100463.29,1100554.29,0.14,26.46,0.00,17.61,0.91
8,batch,efa,rdm,server,64,1,send,16,1101084.50,1101165.38,0.12,26.47,0.00,17.62,0.91
9,batch,efa,rdm,server,64,1,send,16,1101536.22,1101607.78,0.11,26.48,0.00,17.62,0.91
10,batch,efa,rdm,server,64,1,send,16,1101485.70,1101567.60,0.10,26.47,0.00,17.62,0.91
1,batch,efa,rdm,server,64,1,send,32,1069796.00,1070386.00,1.00,43.18,0.00,34.23,0.93
2,batch,efa,rdm,server,64,1,send,32,1084626.00,1084926.50,0.50,43.58,0.00,34.71,0.92
3,batch,efa,rdm,server,64,1,send,32,1088533.00,1088736.00,0.33,43.67,0.00,34.83,0.92
4,batch,efa,rdm,server,64,1,send,32,1090349.50,1090500.50,0.25,43.71,0.00,34.89,0.92
5,batch,efa,rdm,server,64,1,send,32,1091163.60,1091285.00,0.20,43.72,0.00,34.92,0.92
6,batch,efa,rdm,server,64,1,send,32,1092063.50,1092164.83,0.17,43.75,0.00,34.95,0.92
7,batch,efa,rdm,server,64,1,send,32,1092422.43,1092509.00,0.14,43.75,0.00,34.96,0.92
8,batch,efa,rdm,server,64,1,send,32,1092772.38,1092848.62,0.12,43.76,0.00,34.97,0.92
9,batch,efa,rdm,server,64,1,send,32,1093103.00,1093171.22,0.11,43.77,0.00,34.98,0.91
10,batch,efa,rdm,server,64,1,send,32,1092937.30,1093015.30,0.10,43.76,0.00,34.97,0.91
1,batch,efa,rdm,server,64,1,send,64,1070236.00,1071037.00,1.00,77.48,0.00,68.50,0.93
2,batch,efa,rdm,server,64,1,send,64,1084675.00,1085080.00,0.50,78.31,0.00,69.42,0.92
3,batch,efa,rdm,server,64,1,send,64,1089581.33,1089851.67,0.33,78.59,0.00,69.73,0.92
4,batch,efa,rdm,server,64,1,send,64,1091764.50,1091967.00,0.25,78.71,0.00,69.87,0.92
5,batch,efa,rdm,server,64,1,send,64,1092974.80,1093137.20,0.20,78.78,0.00,69.95,0.91
6,batch,efa,rdm,server,64,1,send,64,1093618.83,1093761.50,0.17,78.81,0.00,69.99,0.91
7,batch,efa,rdm,server,64,1,send,64,1094389.71,1094510.57,0.14,78.86,0.00,70.04,0.91
8,batch,efa,rdm,server,64,1,send,64,1094840.62,1094947.25,0.12,78.88,0.00,70.07,0.91
9,batch,efa,rdm,server,64,1,send,64,1095238.67,1095333.67,0.11,78.90,0.00,70.10,0.91
10,batch,efa,rdm,server,64,1,send,64,1095228.20,1095326.60,0.10,78.90,0.00,70.09,0.91
1,batch,efa,rdm,server,64,1,send,128,1063763.00,1064385.00,1.00,145.12,0.00,136.16,0.94
2,batch,efa,rdm,server,64,1,send,128,1077488.50,1077811.50,0.50,146.76,0.00,137.92,0.93
3,batch,efa,rdm,server,64,1,send,128,1082200.00,1082413.33,0.33,147.33,0.00,138.52,0.92
4,batch,efa,rdm,server,64,1,send,128,1088015.50,1088177.00,0.25,148.08,0.00,139.27,0.92
5,batch,efa,rdm,server,64,1,send,128,1091583.60,1091713.00,0.20,148.55,0.00,139.72,0.92
6,batch,efa,rdm,server,64,1,send,128,1093917.83,1094026.67,0.17,148.85,0.00,140.02,0.91
7,batch,efa,rdm,server,64,1,send,128,1095706.00,1095797.86,0.14,149.08,0.00,140.25,0.91
8,batch,efa,rdm,server,64,1,send,128,1096961.62,1097041.62,0.12,149.24,0.00,140.41,0.91
9,batch,efa,rdm,server,64,1,send,128,1097891.78,1097963.56,0.11,149.36,0.00,140.53,0.91
10,batch,efa,rdm,server,64,1,send,128,1098180.60,1098262.50,0.10,149.40,0.00,140.57,0.91
1,batch,efa,rdm,server,64,1,send,256,1081895.00,1082472.00,1.00,286.13,0.00,276.97,0.92
2,batch,efa,rdm,server,64,1,send,256,1094544.50,1094841.00,0.50,289.22,0.00,280.20,0.91
3,batch,efa,rdm,server,64,1,send,256,1099744.67,1099942.67,0.33,290.51,0.00,281.53,0.91
4,batch,efa,rdm,server,64,1,send,256,1101908.50,1102056.75,0.25,291.03,0.00,282.09,0.91
5,batch,efa,rdm,server,64,1,send,256,1103366.40,1103487.40,0.20,291.39,0.00,282.46,0.91
6,batch,efa,rdm,server,64,1,send,256,1104164.33,1104263.50,0.17,291.59,0.00,282.67,0.91
7,batch,efa,rdm,server,64,1,send,256,1105118.29,1105203.71,0.14,291.83,0.00,282.91,0.90
8,batch,efa,rdm,server,64,1,send,256,1105808.25,1105883.25,0.12,292.00,0.00,283.09,0.90
9,batch,efa,rdm,server,64,1,send,256,1106230.11,1106296.56,0.11,292.10,0.00,283.19,0.90
10,batch,efa,rdm,server,64,1,send,256,1106182.90,1106260.20,0.10,292.09,0.00,283.18,0.90
1,batch,efa,rdm,server,64,1,send,512,1062933.00,1063624.00,1.00,553.45,0.00,544.22,0.94
2,batch,efa,rdm,server,64,1,send,512,1076835.00,1077186.00,0.50,560.32,0.00,551.34,0.93
3,batch,efa,rdm,server,64,1,send,512,1081359.33,1081595.00,0.33,562.55,0.00,553.66,0.92
4,batch,efa,rdm,server,64,1,send,512,1083685.75,1083861.00,0.25,563.70,0.00,554.85,0.92
5,batch,efa,rdm,server,64,1,send,512,1085017.80,1085159.60,0.20,564.36,0.00,555.53,0.92
6,batch,efa,rdm,server,64,1,send,512,1085851.17,1085971.83,0.17,564.77,0.00,555.96,0.92
7,batch,efa,rdm,server,64,1,send,512,1086530.71,1086631.57,0.14,565.10,0.00,556.30,0.92
8,batch,efa,rdm,server,64,1,send,512,1087119.12,1087207.00,0.12,565.39,0.00,556.60,0.92
9,batch,efa,rdm,server,64,1,send,512,1087392.33,1087470.33,0.11,565.52,0.00,556.74,0.92
10,batch,efa,rdm,server,64,1,send,512,1087246.90,1087334.70,0.10,565.45,0.00,556.67,0.92
1,batch,efa,rdm,server,64,1,send,1024,1087688.00,1088435.00,1.00,1123.63,0.00,1113.79,0.92
2,batch,efa,rdm,server,64,1,send,1024,1102292.50,1102666.00,0.50,1138.13,0.00,1128.75,0.91
3,batch,efa,rdm,server,64,1,send,1024,1106246.33,1106497.67,0.33,1142.03,0.00,1132.80,0.90
4,batch,efa,rdm,server,64,1,send,1024,1108087.00,1108278.50,0.25,1143.83,0.00,1134.68,0.90
5,batch,efa,rdm,server,64,1,send,1024,1109264.80,1109419.40,0.20,1144.99,0.00,1135.89,0.90
6,batch,efa,rdm,server,64,1,send,1024,1110121.33,1110249.50,0.17,1145.84,0.00,1136.76,0.90
7,batch,efa,rdm,server,64,1,send,1024,1110825.29,1110934.29,0.14,1146.54,0.00,1137.49,0.90
8,batch,efa,rdm,server,64,1,send,1024,1111260.88,1111356.62,0.12,1146.97,0.00,1137.93,0.90
9,batch,efa,rdm,server,64,1,send,1024,1111586.67,1111672.11,0.11,1147.29,0.00,1138.26,0.90
10,batch,efa,rdm,server,64,1,send,1024,1111337.30,1111433.20,0.10,1147.04,0.00,1138.01,0.90
1,batch,efa,rdm,server,64,1,send,2048,1070565.00,1071401.00,1.00,2203.16,0.00,2192.52,0.93
2,batch,efa,rdm,server,64,1,send,2048,1086055.50,1086482.00,0.50,2233.99,0.00,2224.24,0.92
3,batch,efa,rdm,server,64,1,send,2048,1091183.67,1091473.00,0.33,2244.19,0.00,2234.74,0.92
4,batch,efa,rdm,server,64,1,send,2048,1093884.75,1094100.25,0.25,2249.56,0.00,2240.28,0.91
5,batch,efa,rdm,server,64,1,send,2048,1095568.40,1095738.40,0.20,2252.91,0.00,2243.72,0.91
6,batch,efa,rdm,server,64,1,send,2048,1096564.33,1096705.67,0.17,2254.89,0.00,2245.76,0.91
7,batch,efa,rdm,server,64,1,send,2048,1097290.00,1097412.71,0.14,2256.33,0.00,2247.25,0.91
8,batch,efa,rdm,server,64,1,send,2048,1097855.25,1097962.75,0.12,2257.46,0.00,2248.41,0.91
9,batch,efa,rdm,server,64,1,send,2048,1098240.67,1098334.11,0.11,2258.21,0.00,2249.20,0.91
10,batch,efa,rdm,server,64,1,send,2048,1098193.70,1098298.40,0.10,2258.14,0.00,2249.10,0.91
1,batch,efa,rdm,server,64,1,send,4096,1000851.00,1002133.00,1.00,4113.11,0.00,4099.49,1.00
2,batch,efa,rdm,server,64,1,send,4096,1017533.50,1018267.00,0.50,4179.15,0.00,4167.82,0.98
3,batch,efa,rdm,server,64,1,send,4096,1024970.67,1025481.67,0.33,4208.70,0.00,4198.28,0.98
4,batch,efa,rdm,server,64,1,send,4096,1028389.50,1028798.00,0.25,4222.28,0.00,4212.28,0.97
5,batch,efa,rdm,server,64,1,send,4096,1031264.40,1031599.80,0.20,4233.76,0.00,4224.06,0.97
6,batch,efa,rdm,server,64,1,send,4096,1032924.17,1033217.83,0.17,4240.39,0.00,4230.86,0.97
7,batch,efa,rdm,server,64,1,send,4096,1034137.86,1034394.71,0.14,4245.21,0.00,4235.83,0.97
8,batch,efa,rdm,server,64,1,send,4096,1035086.00,1035318.25,0.12,4248.99,0.00,4239.71,0.97
9,batch,efa,rdm,server,64,1,send,4096,1035700.00,1035914.67,0.11,4251.43,0.00,4242.23,0.97
10,batch,efa,rdm,server,64,1,send,4096,1035938.70,1036157.40,0.10,4252.43,0.00,4243.20,0.97
1,batch,efa,rdm,server,64,1,send,8192,593291.00,599159.00,1.00,4913.45,0.00,4860.24,1.69
2,batch,efa,rdm,server,64,1,send,8192,600711.00,606301.50,0.50,4971.84,0.00,4921.02,1.66
3,batch,efa,rdm,server,64,1,send,8192,603222.67,608733.00,0.33,4991.72,0.00,4941.60,1.66
4,batch,efa,rdm,server,64,1,send,8192,604867.75,610165.00,0.25,5003.44,0.00,4955.08,1.65
5,batch,efa,rdm,server,64,1,send,8192,605530.60,610901.00,0.20,5009.46,0.00,4960.51,1.65
6,batch,efa,rdm,server,64,1,send,8192,606225.67,611514.83,0.17,5014.48,0.00,4966.20,1.65
7,batch,efa,rdm,server,64,1,send,8192,606498.86,611836.00,0.14,5017.10,0.00,4968.44,1.65
8,batch,efa,rdm,server,64,1,send,8192,606722.88,612064.75,0.12,5018.97,0.00,4970.27,1.65
9,batch,efa,rdm,server,64,1,send,8192,608375.89,613550.11,0.11,5031.15,0.00,4983.82,1.64
1,batch,efa,rdm,server,128,1,send,1,1651856.00,1655992.00,1.00,15.31,0.00,1.65,0.61
2,batch,efa,rdm,server,128,1,send,1,1680710.00,1682780.00,0.50,15.35,0.00,1.68,0.59
3,batch,efa,rdm,server,128,1,send,1,1690999.67,1692378.33,0.33,15.37,0.00,1.69,0.59
4,batch,efa,rdm,server,128,1,send,1,1696175.00,1697218.75,0.25,15.38,0.00,1.70,0.59
5,batch,efa,rdm,server,128,1,send,1,1698522.80,1699354.60,0.20,15.38,0.00,1.70,0.59
6,batch,efa,rdm,server,128,1,send,1,1700218.83,1700913.50,0.17,15.38,0.00,1.70,0.59
7,batch,efa,rdm,server,128,1,send,1,1701238.29,1701832.29,0.14,15.38,0.00,1.70,0.59
8,batch,efa,rdm,server,128,1,send,1,1702293.62,1702815.12,0.12,15.38,0.00,1.70,0.59
9,batch,efa,rdm,server,128,1,send,1,1702708.44,1703170.22,0.11,15.37,0.00,1.70,0.59
10,batch,efa,rdm,server,128,1,send,1,1702420.90,1702867.70,0.10,15.37,0.00,1.70,0.59
1,batch,efa,rdm,server,128,1,send,2,1650078.00,1653985.00,1.00,16.95,0.00,3.30,0.61
2,batch,efa,rdm,server,128,1,send,2,1678832.00,1680811.50,0.50,17.01,0.00,3.36,0.60
3,batch,efa,rdm,server,128,1,send,2,1689360.33,1690672.67,0.33,17.04,0.00,3.38,0.59
4,batch,efa,rdm,server,128,1,send,2,1694813.25,1695797.75,0.25,17.06,0.00,3.39,0.59
5,batch,efa,rdm,server,128,1,send,2,1697791.40,1698582.80,0.20,17.07,0.00,3.40,0.59
6,batch,efa,rdm,server,128,1,send,2,1699626.33,1700282.17,0.17,17.07,0.00,3.40,0.59
7,batch,efa,rdm,server,128,1,send,2,1701089.14,1701649.43,0.14,17.08,0.00,3.40,0.59
8,batch,efa,rdm,server,128,1,send,2,1701966.62,1702456.62,0.12,17.08,0.00,3.40,0.59
9,batch,efa,rdm,server,128,1,send,2,1702939.67,1703377.78,0.11,17.08,0.00,3.41,0.59
10,batch,efa,rdm,server,128,1,send,2,1703118.30,1703542.80,0.10,17.08,0.00,3.41,0.59
1,batch,efa,rdm,server,128,1,send,4,1646174.00,1650998.00,1.00,20.22,0.00,6.58,0.61
2,batch,efa,rdm,server,128,1,send,4,1675894.50,1678309.50,0.50,20.34,0.00,6.70,0.60
3,batch,efa,rdm,server,128,1,send,4,1685774.33,1687388.33,0.33,20.39,0.00,6.74,0.59
4,batch,efa,rdm,server,128,1,send,4,1690682.50,1691889.25,0.25,20.41,0.00,6.76,0.59
5,batch,efa,rdm,server,128,1,send,4,1693761.80,1694727.40,0.20,20.42,0.00,6.78,0.59
6,batch,efa,rdm,server,128,1,send,4,1695579.33,1696384.00,0.17,20.42,0.00,6.78,0.59
7,batch,efa,rdm,server,128,1,send,4,1697017.43,1697706.43,0.14,20.43,0.00,6.79,0.59
8,batch,efa,rdm,server,128,1,send,4,1698043.62,1698647.25,0.12,20.43,0.00,6.79,0.59
9,batch,efa,rdm,server,128,1,send,4,1698929.00,1699466.89,0.11,20.44,0.00,6.80,0.59
10,batch,efa,rdm,server,128,1,send,4,1698890.80,1699404.40,0.10,20.43,0.00,6.80,0.59
1,batch,efa,rdm,server,128,1,send,8,1640618.00,1644746.00,1.00,26.73,0.00,13.12,0.61
2,batch,efa,rdm,server,128,1,send,8,1668815.50,1670824.00,0.50,26.94,0.00,13.35,0.60
3,batch,efa,rdm,server,128,1,send,8,1678576.67,1679956.33,0.33,27.02,0.00,13.43,0.60
4,batch,efa,rdm,server,128,1,send,8,1683142.25,1684159.50,0.25,27.05,0.00,13.47,0.59
5,batch,efa,rdm,server,128,1,send,8,1686158.20,1686973.40,0.20,27.07,0.00,13.49,0.59
6,batch,efa,rdm,server,128,1,send,8,1687904.33,1688576.83,0.17,27.09,0.00,13.50,0.59
7,batch,efa,rdm,server,128,1,send,8,1689349.14,1689929.57,0.14,27.10,0.00,13.51,0.59
8,batch,efa,rdm,server,128,1,send,8,1690535.50,1691045.12,0.12,27.11,0.00,13.52,0.59
9,batch,efa,rdm,server,128,1,send,8,1691305.11,1691756.22,0.11,27.11,0.00,13.53,0.59
10,batch,efa,rdm,server,128,1,send,8,1691317.70,1691754.70,0.10,27.11,0.00,13.53,0.59
1,batch,efa,rdm,server,128,1,send,16,1644643.00,1647960.00,1.00,39.96,0.00,26.31,0.61
2,batch,efa,rdm,server,128,1,send,16,1672079.50,1673703.00,0.50,40.37,0.00,26.75,0.60
3,batch,efa,rdm,server,128,1,send,16,1681312.00,1682400.33,0.33,40.51,0.00,26.90,0.59
4,batch,efa,rdm,server,128,1,send,16,1685822.75,1686640.25,0.25,40.58,0.00,26.97,0.59
5,batch,efa,rdm,server,128,1,send,16,1688677.60,1689330.80,0.20,40.63,0.00,27.02,0.59
6,batch,efa,rdm,server,128,1,send,16,1690675.00,1691217.50,0.17,40.66,0.00,27.05,0.59
7,batch,efa,rdm,server,128,1,send,16,1691886.00,1692353.71,0.14,40.68,0.00,27.07,0.59
8,batch,efa,rdm,server,128,1,send,16,1692932.25,1693339.50,0.12,40.69,0.00,27.09,0.59
9,batch,efa,rdm,server,128,1,send,16,1693665.78,1694028.44,0.11,40.70,0.00,27.10,0.59
10,batch,efa,rdm,server,128,1,send,16,1693754.70,1694112.10,0.10,40.70,0.00,27.10,0.59
1,batch,efa,rdm,server,128,1,send,32,1664370.00,1667428.00,1.00,67.11,0.00,53.26,0.60
2,batch,efa,rdm,server,128,1,send,32,1693678.50,1695208.00,0.50,68.01,0.00,54.20,0.59
3,batch,efa,rdm,server,128,1,send,32,1702638.00,1703658.00,0.33,68.28,0.00,54.48,0.59
4,batch,efa,rdm,server,128,1,send,32,1707065.25,1707833.00,0.25,68.42,0.00,54.63,0.59
5,batch,efa,rdm,server,128,1,send,32,1709332.60,1709944.80,0.20,68.48,0.00,54.70,0.59
6,batch,efa,rdm,server,128,1,send,32,1710641.00,1711152.83,0.17,68.51,0.00,54.74,0.58
7,batch,efa,rdm,server,128,1,send,32,1711482.43,1711917.29,0.14,68.54,0.00,54.77,0.58
8,batch,efa,rdm,server,128,1,send,32,1712241.50,1712625.88,0.12,68.56,0.00,54.79,0.58
9,batch,efa,rdm,server,128,1,send,32,1713002.44,1713343.56,0.11,68.58,0.00,54.82,0.58
10,batch,efa,rdm,server,128,1,send,32,1712807.90,1713145.40,0.10,68.57,0.00,54.81,0.58
1,batch,efa,rdm,server,128,1,send,64,1642413.00,1645209.00,1.00,118.86,0.00,105.11,0.61
2,batch,efa,rdm,server,128,1,send,64,1670012.50,1671464.00,0.50,120.55,0.00,106.88,0.60
3,batch,efa,rdm,server,128,1,send,64,1678855.67,1679837.67,0.33,121.08,0.00,107.45,0.60
4,batch,efa,rdm,server,128,1,send,64,1683815.00,1684552.75,0.25,121.39,0.00,107.76,0.59
5,batch,efa,rdm,server,128,1,send,64,1686657.80,1687247.00,0.20,121.56,0.00,107.95,0.59
6,batch,efa,rdm,server,128,1,send,64,1688489.33,1688995.50,0.17,121.68,0.00,108.06,0.59
7,batch,efa,rdm,server,128,1,send,64,1689871.14,1690293.71,0.14,121.76,0.00,108.15,0.59
8,batch,efa,rdm,server,128,1,send,64,1690970.12,1691349.50,0.12,121.83,0.00,108.22,0.59
9,batch,efa,rdm,server,128,1,send,64,1691771.67,1692100.56,0.11,121.88,0.00,108.27,0.59
10,batch,efa,rdm,server,128,1,send,64,1691652.20,1691978.90,0.10,121.86,0.00,108.27,0.59
1,batch,efa,rdm,server,128,1,send,128,1607785.00,1611247.00,1.00,219.54,0.00,205.80,0.62
2,batch,efa,rdm,server,128,1,send,128,1635139.50,1637108.00,0.50,222.85,0.00,209.30,0.61
3,batch,efa,rdm,server,128,1,send,128,1644399.67,1645875.33,0.33,223.98,0.00,210.48,0.61
4,batch,efa,rdm,server,128,1,send,128,1649065.50,1650342.75,0.25,224.55,0.00,211.08,0.61
5,batch,efa,rdm,server,128,1,send,128,1652096.20,1653231.20,0.20,224.92,0.00,211.47,0.61
6,batch,efa,rdm,server,128,1,send,128,1654078.00,1655134.33,0.17,225.17,0.00,211.72,0.60
7,batch,efa,rdm,server,128,1,send,128,1655530.86,1656518.00,0.14,225.34,0.00,211.91,0.60
8,batch,efa,rdm,server,128,1,send,128,1656528.88,1657450.88,0.12,225.46,0.00,212.04,0.60
9,batch,efa,rdm,server,128,1,send,128,1657350.67,1658231.33,0.11,225.56,0.00,212.14,0.60
10,batch,efa,rdm,server,128,1,send,128,1657414.80,1658296.00,0.10,225.57,0.00,212.15,0.60
1,batch,efa,rdm,server,128,1,send,256,1570830.00,1577133.00,1.00,416.77,0.00,402.13,0.64
2,batch,efa,rdm,server,128,1,send,256,1600409.00,1604379.50,0.50,423.76,0.00,409.70,0.62
3,batch,efa,rdm,server,128,1,send,256,1610465.67,1613600.00,0.33,426.13,0.00,412.28,0.62
4,batch,efa,rdm,server,128,1,send,256,1615488.75,1618229.75,0.25,427.31,0.00,413.57,0.62
5,batch,efa,rdm,server,128,1,send,256,1618398.60,1620927.60,0.20,428.01,0.00,414.31,0.62
6,batch,efa,rdm,server,128,1,send,256,1620617.83,1622940.17,0.17,428.52,0.00,414.88,0.62
7,batch,efa,rdm,server,128,1,send,256,1622107.71,1624294.57,0.14,428.87,0.00,415.26,0.62
8,batch,efa,rdm,server,128,1,send,256,1623215.12,1625299.38,0.12,429.13,0.00,415.54,0.62
9,batch,efa,rdm,server,128,1,send,256,1624015.33,1626006.78,0.11,429.31,0.00,415.75,0.62
10,batch,efa,rdm,server,128,1,send,256,1624111.80,1626070.50,0.10,429.32,0.00,415.77,0.62
1,batch,efa,rdm,server,128,1,send,512,1512760.00,1522555.00,1.00,792.14,0.00,774.53,0.66
2,batch,efa,rdm,server,128,1,send,512,1541604.00,1548617.50,0.50,805.49,0.00,789.30,0.65
3,batch,efa,rdm,server,128,1,send,512,1550901.33,1557119.67,0.33,809.84,0.00,794.06,0.64
4,batch,efa,rdm,server,128,1,send,512,1555420.25,1561223.75,0.25,811.94,0.00,796.38,0.64
5,batch,efa,rdm,server,128,1,send,512,1558031.00,1563595.40,0.20,813.15,0.00,797.71,0.64
6,batch,efa,rdm,server,128,1,send,512,1559857.83,1565252.67,0.17,814.00,0.00,798.65,0.64
7,batch,efa,rdm,server,128,1,send,512,1561077.14,1566397.57,0.14,814.59,0.00,799.27,0.64
8,batch,efa,rdm,server,128,1,send,512,1561836.12,1567150.38,0.12,814.97,0.00,799.66,0.64
9,batch,efa,rdm,server,128,1,send,512,1562330.22,1567601.44,0.11,815.20,0.00,799.91,0.64
10,batch,efa,rdm,server,128,1,send,512,1562141.80,1567431.20,0.10,815.11,0.00,799.82,0.64
1,batch,efa,rdm,server,128,1,send,1024,1427623.00,1434929.00,1.00,1481.25,0.00,1461.89,0.70
2,batch,efa,rdm,server,128,1,send,1024,1451523.50,1456632.00,0.50,1503.45,0.00,1486.36,0.69
3,batch,efa,rdm,server,128,1,send,1024,1457772.00,1462368.33,0.33,1509.30,0.00,1492.76,0.69
4,batch,efa,rdm,server,128,1,send,1024,1460812.50,1465173.25,0.25,1512.16,0.00,1495.87,0.68
5,batch,efa,rdm,server,128,1,send,1024,1462002.00,1466272.20,0.20,1513.27,0.00,1497.09,0.68
6,batch,efa,rdm,server,128,1,send,1024,1462526.50,1466703.17,0.17,1513.70,0.00,1497.63,0.68
7,batch,efa,rdm,server,128,1,send,1024,1462820.14,1466932.43,0.14,1513.93,0.00,1497.93,0.68
8,batch,efa,rdm,server,128,1,send,1024,1463010.50,1467086.75,0.12,1514.08,0.00,1498.12,0.68
9,batch,efa,rdm,server,128,1,send,1024,1462644.22,1466767.11,0.11,1513.75,0.00,1497.75,0.68
10,batch,efa,rdm,server,128,1,send,1024,1461738.40,1465942.00,0.10,1512.89,0.00,1496.82,0.68
1,batch,efa,rdm,server,128,1,send,2048,1147871.00,1209695.00,1.00,2487.54,0.00,2350.84,0.87
2,batch,efa,rdm,server,128,1,send,2048,1168684.00,1228300.00,0.50,2525.59,0.00,2393.46,0.86
3,batch,efa,rdm,server,128,1,send,2048,1175306.00,1234332.33,0.33,2537.92,0.00,2407.03,0.85
4,batch,efa,rdm,server,128,1,send,2048,1177981.00,1236961.75,0.25,2543.29,0.00,2412.51,0.85
5,batch,efa,rdm,server,128,1,send,2048,1179303.60,1238434.20,0.20,2546.30,0.00,2415.21,0.85
